,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50
cell_412,-0.36683184,-3.0975695,-12.439337,9.063007,3.117315,-5.9273434,2.6731312,-5.6937094,3.198474,-2.9615006,-24.332752,-15.761544,10.726928,6.4714847,-15.677127,17.44806,3.5986562,-8.012167,1.797924,21.897232,10.10573,12.043377,4.3239965,20.305426,-15.230199,-11.322918,6.526066,-17.034859,-0.06097646,-2.0369263,11.651418,-5.0668216,14.410707,-1.1114402,17.853004,12.992363,7.387206,-0.67527217,20.503437,-11.506461,-14.376917,-1.7570106,16.67413,-33.52813,-3.951056,19.345032,7.040572,4.2488337,-16.28645,-7.158484
cell_413,-10.929216,-3.8532357,-6.5481577,-2.9011197,-0.45262432,2.2168925,-1.4994632,-1.8234086,5.99627,-5.2847834,-10.024307,-14.023629,0.006538821,1.9595361,-16.111492,13.811138,6.368573,-10.394931,-4.761709,19.919167,6.2980037,2.0582988,-6.4383793,18.964071,-9.959427,-2.78481,7.747671,-20.972027,-8.1968355,-3.7004945,2.961913,-0.3584791,5.4642124,4.6006246,7.430147,7.381701,-3.9274108,1.8945167,18.7768,-11.017817,-5.373903,5.2109766,-0.053136952,-25.882862,-6.453936,14.908783,10.697852,3.5345695,-12.903287,-13.953109
cell_414,-8.34443,-7.298121,-6.0363264,0.036792077,2.8029437,3.776385,-0.5806055,-2.0660489,9.630928,-6.317157,-10.230932,-12.513322,1.679938,6.0366774,-12.367239,13.511625,1.9462843,-6.2047205,-8.187939,16.280834,0.5364994,0.7721775,-6.645313,18.223574,-8.154613,-2.0180607,6.696,-21.79605,-8.5832815,-0.7650742,2.638208,-1.635063,7.1899114,5.2744775,7.402185,7.7861567,-5.260868,3.3676841,17.588634,-9.7710905,-3.6280007,3.0577703,2.1242802,-26.231268,-5.3085055,16.777596,10.67202,5.2731895,-14.020217,-11.456565
cell_415,-8.634635,-5.910907,-3.9143193,-2.9967704,2.042609,-0.51627415,0.20772366,-4.290149,5.689435,-4.840067,-12.149839,-13.904815,-0.039973833,2.7343411,-15.408185,14.610134,4.689479,-7.8162847,-5.965642,18.457058,5.222875,0.7511481,-4.105827,21.422155,-10.64575,-4.244555,6.4365525,-21.237196,-5.6374693,-2.7295234,1.9576788,-0.2851179,5.7505374,1.7860789,9.660683,6.355595,-4.1507373,2.7725813,18.656591,-13.234573,-5.6491246,4.6550493,-0.24497999,-26.571411,-6.2340703,15.407286,8.959703,4.3360996,-12.865954,-12.629265
cell_416,-8.421481,-3.883713,-10.077051,1.4869033,1.4124635,0.83643216,-0.35606402,-3.0617373,8.495831,-5.747081,-10.727332,-14.016463,3.8575633,5.4270134,-14.024316,11.445733,1.5293344,-7.182828,-4.2056556,19.003773,2.7216568,4.3893604,-7.624069,17.106401,-12.076603,-4.5633793,10.054354,-17.830347,-5.8057137,-1.9473206,2.371733,-0.6379008,8.956736,4.56967,11.584953,7.574758,-2.279996,2.1347778,17.515135,-10.35008,-8.664298,3.6664355,3.3076532,-25.584686,-6.0925517,18.194603,9.980054,2.878976,-11.9889345,-10.553551
cell_417,-6.66604,-5.52438,-9.9110155,3.7911804,4.980826,-3.2067237,-1.6505547,-5.3477573,7.982394,-2.4989207,-15.680389,-16.027885,8.032284,6.55869,-13.695285,11.16119,-0.60748863,-7.073952,-3.0548813,19.31838,4.7240286,6.8777266,-6.3791595,19.340645,-14.218513,-5.317151,10.2735195,-23.629253,-2.5900984,-2.1260858,2.6012836,-3.436133,11.03415,5.3450637,14.194926,9.583851,-1.5781292,3.626459,21.32455,-11.908055,-12.695123,3.6463737,5.475654,-29.502417,-4.845613,21.066555,8.881951,3.8541276,-14.279899,-10.49819
cell_418,-8.61652,-4.689482,-7.485697,-2.2000716,2.8385057,-1.439344,-1.2670887,-3.5271468,7.5347853,-4.6017556,-10.434165,-14.920432,2.115071,3.6157033,-13.361491,13.778956,4.2932444,-5.8036656,-5.463456,19.641876,1.0945787,2.291279,-8.556214,20.538,-10.392667,-4.316502,10.366875,-20.245213,-4.1434317,-3.0875719,0.7615121,-2.0416765,7.8965874,4.8833885,11.582097,6.8495154,-2.4579537,0.76012534,19.72312,-9.693303,-8.93131,4.2535586,1.0264748,-26.079737,-5.616403,17.592388,9.711517,0.8387811,-12.403307,-12.321082
cell_419,-10.043988,-4.9389954,-11.539348,3.6738265,8.421051,-0.47312748,-1.579551,-4.548566,11.343159,-3.8299713,-14.616946,-15.870355,7.3723907,7.0232444,-14.882158,11.402209,-2.5963972,-4.8454523,-6.199285,18.381752,1.7810541,6.56082,-7.1923146,20.066204,-12.50436,-2.9889395,12.00221,-25.854685,-5.4777207,-1.0403847,1.0675756,-3.8708475,10.0669565,6.3679066,13.825236,9.648706,-4.206242,2.4300547,21.739769,-13.786132,-10.982407,4.467715,4.9658427,-31.232134,-3.1764367,22.064266,11.698246,3.5193648,-15.608697,-10.3931675
cell_420,-7.774784,-6.011028,-15.667762,5.644332,12.369949,1.6901435,-1.481513,-6.4141345,12.210621,-3.1136634,-13.664673,-15.251749,10.321213,8.151745,-14.395849,10.555843,-2.3069792,-0.77690494,-6.2023463,18.417625,3.5801978,5.7689905,-10.218046,16.215141,-11.569038,-6.2288976,11.737657,-23.400639,-2.192745,-0.9225242,2.5246055,-5.3554387,12.202542,8.423777,15.668434,8.521778,-2.640589,0.7464992,19.815247,-12.332627,-11.947223,4.015717,5.0217595,-30.698324,-1.9790701,22.68063,12.518902,2.5380127,-13.444728,-9.234878
cell_421,-4.715941,-4.9774556,-15.637253,8.838608,8.690876,-3.1874783,-1.7284116,-6.6891894,7.1736903,-3.6165135,-19.33511,-13.528376,12.564525,8.318216,-15.122018,13.609468,-2.7723124,-3.3359098,-4.4164133,19.33137,6.1040664,11.585035,-0.95869774,18.776772,-12.953193,-8.942849,9.979538,-22.008299,-2.0996997,-0.11073499,6.8406496,-6.83826,12.775876,5.217333,14.990777,13.625747,2.415955,-0.5451169,20.533178,-11.929449,-15.137741,2.4943092,12.604578,-33.980797,-3.0006793,22.711079,9.520833,3.2054582,-17.453707,-6.590719
cell_422,-9.707111,-4.860249,-10.840359,2.1473997,8.7716675,-0.024333417,-0.4231742,-6.9439454,11.965147,-4.0329113,-13.289676,-14.232493,7.9345975,8.047543,-12.860655,10.8472395,-2.9139526,-2.8483806,-4.915636,17.29764,1.3220384,7.092125,-6.064735,18.600004,-12.504204,-4.2466254,11.62871,-24.081966,-2.8992727,-2.9789836,1.4191415,-6.0687304,10.609295,9.027961,13.923549,8.663063,-2.9454966,3.4237473,19.842422,-12.518842,-12.583594,7.707332,5.1053405,-29.256163,-2.1428835,20.840818,12.259585,2.564494,-13.066091,-13.016849
cell_423,-7.6648464,-4.8871675,-6.402568,-3.3576024,1.5324763,-1.1756996,-0.8665465,-3.0739229,6.1330295,-3.7957182,-11.314901,-14.916822,1.7184367,2.8436236,-14.673723,12.323298,5.468078,-9.269424,-3.747152,20.305103,3.2913344,1.0886307,-9.59753,20.241703,-10.742871,-4.61887,9.212013,-21.959085,-5.0125265,-5.8851557,0.9722966,0.46649212,8.5356045,3.5851998,10.0727625,6.5713005,-4.095933,1.5651352,19.09828,-11.309157,-7.5935965,4.8052454,-0.68993884,-26.11923,-8.094923,16.138985,9.589624,2.9398956,-12.956717,-13.391493
cell_424,-5.438371,-6.759823,-15.521719,10.721146,9.896734,-1.1158575,0.8925058,-8.940679,11.33399,-3.2251332,-19.788857,-11.310524,11.263511,9.241457,-12.894913,14.172647,-6.041962,-0.45847562,-4.612658,18.055027,5.966767,12.625689,-0.31886187,15.93144,-13.946006,-6.4952536,8.649205,-20.459759,-1.4756454,1.9838881,8.468039,-7.2400866,10.9343815,5.625527,16.758678,10.891009,3.8973567,3.4286866,18.193903,-13.712159,-14.376232,2.317363,12.278289,-32.49727,-1.5676814,26.34548,10.936242,4.0909195,-16.674421,-7.288374
cell_425,-8.348391,-6.0042195,-9.437982,3.3641713,6.0914645,0.039944276,-1.4150035,-6.315977,11.972307,-5.6914883,-14.436882,-13.028093,5.7801085,7.458453,-12.679776,11.853708,-3.0144444,-4.4215183,-6.4117365,17.48788,2.779204,5.1832457,-6.2856464,19.437202,-12.544798,-3.6813195,9.31123,-23.520033,-5.330736,-0.6788504,2.5387404,-2.2178035,10.429291,6.520942,12.100373,7.222937,-3.599826,4.496968,19.698658,-12.413315,-9.647231,4.9570436,4.129608,-30.316492,-4.3840714,22.002636,11.329079,5.0282655,-13.782405,-11.450747
cell_426,-9.816019,-5.1382065,-12.834841,2.803521,6.7679486,-4.182461,-2.5347445,-6.154848,7.052627,-1.089582,-11.625779,-15.657055,8.694612,4.9919076,-15.420483,8.33791,0.87797666,-6.6871843,-3.1561377,18.512676,3.6013675,7.0927234,-10.25884,19.451332,-13.942981,-7.6103244,12.039555,-24.30129,-1.9058439,-4.126723,-3.0207782,-0.75147796,11.34796,6.269377,12.035466,10.488579,-5.7597394,0.9125446,21.264172,-12.575582,-14.105724,4.6691794,2.4308748,-28.36958,-8.751907,18.863764,8.78083,2.6200995,-17.614466,-8.681883
cell_427,-4.8948812,-5.3818326,-13.670948,8.600193,11.9363365,-3.985266,-0.9549923,-7.797517,10.166641,-1.2447371,-16.779663,-12.940842,11.715061,8.994303,-11.955174,12.747069,-5.2874365,-2.3835392,-4.2839847,17.141138,5.1259885,10.445873,-2.411377,16.274347,-12.181052,-6.318268,10.190568,-22.970161,-1.5143096,0.1362378,4.6626186,-6.253898,11.853981,5.891274,14.818372,10.298414,1.3259658,2.436747,17.816626,-12.727677,-14.456929,3.9979634,8.088495,-33.05165,-2.47425,23.724882,10.279769,4.08197,-16.718039,-7.7486744
cell_428,-9.727333,-6.382173,-5.589861,-2.7144349,5.040307,1.8004764,-0.87526655,-4.716576,10.467204,-3.9142916,-10.059757,-14.477682,3.1196225,6.0770698,-13.122171,9.565139,2.0338893,-7.1737275,-7.4213734,16.988026,3.547222,0.6615562,-10.86401,18.586933,-10.854372,-2.014635,8.893487,-24.702042,-5.108029,-3.3329155,0.3370891,-0.43442336,8.248832,6.1968093,7.9732194,6.0988545,-7.5065928,3.7793205,19.756577,-12.80486,-6.5680385,7.5492315,-0.6688103,-25.762905,-6.2868276,17.892555,10.599719,4.6833463,-12.215896,-13.85255
cell_429,-3.031191,-6.349353,-16.756464,9.885084,11.527685,-3.1646621,-0.50809884,-8.273979,8.251029,-0.77353096,-20.657476,-13.444017,12.9102125,8.111768,-12.516644,13.49889,-3.01605,-0.7245505,-2.6377058,18.764666,5.7636533,12.888777,-2.2987044,16.918709,-12.85819,-8.966331,9.426339,-20.800516,1.6328821,0.3402635,8.722246,-8.627817,13.043583,6.03261,18.058954,12.674851,5.098788,0.7441273,20.51161,-11.976374,-16.368183,1.2280003,12.3855715,-32.60953,-0.4137621,24.182762,9.461675,2.3260021,-16.716738,-6.9605017
cell_430,-8.051371,-3.4219687,-9.261133,-3.0396173,1.2990549,-3.0423746,-1.8901983,-2.903098,9.10083,-5.5471816,-8.088313,-17.015514,3.854571,6.5486984,-15.235236,12.630129,4.5478578,-9.791577,-5.7936287,23.40122,1.887241,0.608707,-11.942454,21.246536,-11.923256,-6.1342697,14.35625,-20.392303,-5.541761,-5.3884373,-1.1287224,-1.2746679,10.141025,4.3611617,13.056859,8.485519,-1.6767391,-0.74371415,18.57764,-9.065325,-12.393393,7.021774,-0.5623651,-29.28784,-11.537838,19.449753,10.679894,1.3684882,-12.648593,-11.303378
cell_431,-8.147118,-3.6737232,-3.5180795,-5.184254,-1.0030804,-2.5620668,-1.4476349,-0.7452142,5.335627,-3.4559193,-8.608069,-12.4421,1.5964663,3.963766,-12.866309,9.146326,5.093748,-10.018816,-3.5575156,17.165356,1.1618086,0.8676897,-8.164422,19.636826,-10.226637,-2.4050114,9.78082,-20.292463,-5.3607163,-5.4242187,-0.52023745,-2.510663,5.9901133,2.1423156,6.4598536,8.916927,-4.378765,0.86680126,16.974073,-8.19916,-8.258272,6.335276,0.47719648,-21.852064,-8.099404,14.180925,7.8100033,3.8598313,-11.168761,-12.008602
cell_432,-11.117734,-5.8729606,-9.805939,1.8246703,4.185379,-0.0915786,-0.967066,-6.2807155,9.340839,-4.300401,-13.922477,-12.918063,4.171483,4.8924522,-14.2751045,12.279514,-1.1119418,-4.98258,-4.7585793,18.902601,4.402585,6.4459243,-5.5933266,19.215717,-12.57318,-2.660905,9.419883,-23.08199,-5.9531717,-1.7015322,2.415979,-1.639894,8.25614,7.265118,11.143993,6.9577436,-4.095949,4.0164585,19.92141,-13.821658,-9.116502,5.9195065,3.0377429,-28.712515,-4.463308,21.4367,11.624627,3.7376885,-14.066496,-13.779225
cell_433,-9.117675,-3.566549,-9.460125,0.31901258,0.82425326,-0.036971435,-2.8161776,-2.3804915,7.1284614,-5.1642246,-13.425477,-13.9941845,1.7811118,2.76228,-15.601952,13.1508465,1.6606886,-8.245882,-5.1754913,19.141495,1.7136198,3.463483,-7.7066646,21.136,-10.852805,-5.236005,8.611372,-21.51239,-6.795845,-3.540571,1.1177669,-2.0249648,7.214553,4.5794168,12.645094,7.5519423,-1.9556363,2.970248,20.932144,-12.446974,-8.0855665,3.4869509,0.31875116,-27.472713,-5.6460395,18.687994,9.758189,2.2116692,-13.301721,-10.420086
cell_434,-14.1538105,-3.677043,-6.3120017,-5.769428,-6.82213,-4.634042,-2.1232166,-0.88569593,3.4673057,-7.6019845,-12.221655,-18.589518,-3.3912833,0.8522851,-21.661678,19.028584,8.489478,-18.36164,-4.3282013,26.99547,6.251353,2.574237,-8.748952,28.207966,-16.23078,-2.4201102,12.825455,-25.931654,-12.713086,-4.156571,-0.43717292,5.249465,4.0256386,-0.23980495,6.61617,11.568856,-5.272919,3.0543616,23.969152,-16.49448,-8.148227,6.3129783,-2.4081404,-32.578514,-16.48237,20.843557,8.691171,5.7478538,-21.492924,-14.718483
cell_435,-8.40381,-4.8956056,-17.132883,6.1570215,10.38521,-1.8715265,-3.0103667,-7.8527737,9.645271,-1.5121003,-11.803142,-15.2503605,12.822731,9.41551,-13.586313,8.273426,-4.431337,-3.3055563,-2.8360586,18.500494,6.1281695,9.055315,-8.676009,15.433711,-11.617954,-7.308144,13.479668,-21.336666,-1.1014562,-2.0247207,0.761269,-3.6653898,14.239402,11.532045,13.140934,10.415265,-0.83511513,-0.73599714,19.26524,-11.303542,-15.141355,5.8468204,5.019383,-31.071394,-5.2120833,21.264322,11.362742,0.8596037,-15.390884,-9.594336
cell_436,-12.364935,-4.3654375,-5.6691766,-1.7292006,1.1407661,-1.9783916,-0.5543896,-3.0762253,6.6032248,-3.5672584,-11.654605,-13.955107,1.5008824,2.535627,-16.854658,12.037529,3.2344048,-9.497692,-4.981162,18.834538,5.495292,2.592611,-6.833773,20.517448,-12.074199,-2.1555226,9.325069,-24.890783,-5.782649,-3.4036548,-1.4366556,0.9036617,5.928942,3.4622235,6.4600964,6.3172297,-6.307679,3.827583,19.899878,-15.138456,-7.0997844,5.6494207,-2.1472242,-26.671873,-6.925135,18.282974,10.377347,4.397179,-14.773571,-14.052026
cell_437,-6.4952555,-3.5776968,-9.61048,0.49214378,0.19603968,-5.207779,-1.7637305,-1.5624725,4.4722037,-4.703546,-9.172545,-16.886597,3.5046082,6.1494627,-12.083327,11.429507,3.9870584,-7.9963694,-2.1211143,19.082348,0.032514893,2.107183,-10.26866,19.166414,-11.446288,-4.7716956,13.50627,-18.523256,-4.847165,-1.097465,-1.6082382,0.4860146,9.470547,4.1637807,8.695362,10.772955,-3.219993,2.605515,17.826445,-9.162592,-10.612934,4.9433184,0.20989542,-25.61999,-9.573997,18.155422,6.342675,3.9469857,-14.588377,-9.518835
cell_438,-8.96058,-5.372015,-8.717234,-2.056886,1.6052278,-0.14685878,-0.6200987,-3.8573976,8.97108,-4.408063,-9.850533,-16.703516,2.8047793,4.823206,-15.771424,15.336749,5.1102695,-10.8976,-6.3331904,24.205584,5.5991197,2.5794108,-11.391774,18.874985,-12.362547,-5.2671213,11.431057,-21.887953,-6.0677867,-4.1180086,1.293981,-0.86699593,8.561194,4.0341873,11.651275,7.564407,-2.6328945,2.1913416,19.998594,-11.42794,-10.052373,5.8799305,-0.38886172,-29.49017,-10.418409,19.755997,12.01165,2.6449282,-14.473931,-14.083644
cell_439,-10.728574,-4.7465234,-8.965709,0.105810046,2.8066118,-5.743562,-3.5488343,-8.529463,7.236135,-3.2234967,-13.406022,-17.166864,6.628445,6.423307,-15.560102,9.588861,0.33010846,-7.7125044,-3.812298,20.473389,5.508879,5.234337,-7.044252,23.200571,-13.303146,-4.401103,12.8415365,-23.725918,-2.4634204,-3.604635,-2.9376407,-0.7449844,11.176872,7.886952,11.480547,10.348015,-4.6268,1.2541076,21.919155,-12.556529,-14.051246,8.516627,1.8608614,-30.031757,-10.008887,18.949911,9.852984,1.6750296,-15.216321,-12.3913765
cell_440,-11.011507,-5.0112495,-5.2921634,-3.2306578,-1.1926216,-0.6532584,-1.9436347,-3.8463147,8.402375,-5.354184,-9.823916,-14.6304655,3.1309197,5.9223385,-15.803292,11.991193,1.6854173,-12.022971,-8.2897005,20.718788,4.9332285,2.7065537,-8.563247,20.508274,-11.677937,-3.441462,10.343012,-23.866539,-6.856105,-4.6060953,-1.3235598,-0.42899987,7.7306166,5.4371533,6.5800877,7.99539,-5.006792,2.6039667,20.679422,-12.476596,-9.025196,8.250163,0.08542132,-27.73305,-10.831873,18.24658,11.20747,2.6011112,-14.263292,-14.350229
cell_441,-9.839822,-6.3526134,-6.633589,-3.3708963,-0.9744545,-2.684709,-3.155983,-3.4696758,4.0523715,-5.491681,-10.824926,-13.478446,2.1691175,3.923282,-16.69785,15.498461,3.9339418,-10.630996,-5.9221854,22.01091,5.989789,3.5243967,-4.398784,23.208038,-11.2308855,-5.3916554,9.341382,-22.201914,-7.6367917,-3.4815462,2.2554305,-1.5753351,6.3848376,4.492845,7.9449105,10.914383,-1.6286086,0.08965547,20.17883,-10.487831,-9.554376,5.6836634,1.5449185,-29.978052,-10.147034,17.787422,8.975625,2.9841952,-16.720407,-12.837764
cell_442,-1.7685384,-3.3561661,-14.003716,10.076028,11.503437,-6.9346066,0.04364391,-8.284055,5.302454,0.30143705,-22.939293,-12.342754,12.703617,5.9517336,-13.503155,12.346648,-5.4411736,-1.993458,1.5158588,15.095833,8.734407,11.994334,3.7995992,17.374435,-13.744975,-8.822191,7.5143266,-21.822105,0.986594,-2.2383265,6.0099707,-8.007664,11.5087185,3.0907638,16.98999,10.782033,4.5585804,1.1405007,16.966156,-15.295704,-15.838588,2.578851,11.025728,-32.690254,-0.27720666,20.565195,7.977161,5.252901,-14.888915,-5.3295603
cell_443,-7.969072,-6.769298,-15.816001,6.98756,8.839066,3.323166,1.554601,-6.976822,15.919194,-6.7751126,-12.762094,-12.6095085,8.165442,8.63741,-10.520024,11.203346,-4.9289465,0.32192278,-4.7435927,18.276049,0.2500523,7.6803083,-10.425464,13.78438,-14.827419,-4.6806927,12.2483835,-21.01034,-4.91024,-0.18378311,3.2992759,-2.277421,13.173127,9.5932255,14.597839,5.178601,-3.9665208,5.1301227,16.710072,-11.655696,-11.575948,4.5057416,6.4404135,-29.510319,-2.671708,25.294518,14.608655,5.3600936,-11.81668,-12.500723
cell_444,-4.9630013,-3.7355938,-12.158493,3.8049102,1.778978,-3.6062303,-1.3654568,-2.4364882,5.565866,-3.5170643,-17.406239,-15.741382,6.2353435,4.659189,-16.181364,12.891345,3.2043357,-8.311814,-2.2783792,21.902464,3.8965774,6.5850005,-6.2749023,19.792006,-12.51387,-6.7439733,10.623517,-20.381615,-2.9617317,-2.3455238,4.7288437,-2.6910355,11.4902315,2.647125,13.638033,12.24062,0.44191387,1.1768798,19.473576,-11.286587,-12.326502,2.46821,4.723828,-30.35832,-5.386577,20.081953,9.811547,3.736437,-15.286666,-10.421983
cell_445,-4.79096,-5.0363503,-4.3947425,-3.4944077,-3.6839824,-2.0735047,-2.7454162,-2.8884442,5.5759687,-8.495693,-12.484003,-11.88354,-0.4114239,1.9276459,-12.7617445,16.01756,5.302879,-9.965431,-7.2435503,20.19007,1.2613974,2.2878127,-6.105726,21.589771,-12.224726,-5.009087,6.8464904,-19.333067,-7.09233,-3.0354633,4.642176,0.9483366,7.108124,1.7352133,8.598744,8.095116,-1.7173501,1.8608098,18.636423,-8.124114,-7.7882686,4.1724963,2.287877,-26.728634,-8.922962,16.884773,7.2894144,3.6384041,-13.230255,-11.402992
cell_446,-6.419656,-5.1276097,-17.010199,9.537151,13.881555,-3.5328174,-2.5566864,-7.580686,9.610549,-1.5825047,-18.538828,-14.2759495,12.5283165,8.033627,-14.450022,12.051783,-5.22568,0.34589982,-4.1223497,17.84245,4.685855,9.43548,-4.0883503,18.607466,-11.332784,-7.314724,11.593277,-24.73329,-1.1684949,0.18622066,3.303223,-6.8525796,13.397178,8.056144,16.345247,10.092819,0.060510896,0.4664633,20.193626,-13.846359,-14.408421,3.160998,6.8624015,-35.031708,0.11419566,24.558998,11.755749,3.1038187,-15.821973,-8.046091
cell_447,-6.634511,-4.631189,-7.1397324,-4.3502727,-0.76351845,-3.1721048,-2.5559309,0.3048404,5.007637,-4.810074,-5.998823,-16.281025,1.8540647,4.6584897,-12.35829,13.570189,4.168076,-12.232159,-2.9640968,21.067644,1.0498558,1.429336,-12.335982,19.112658,-11.679385,-5.5187893,12.011853,-20.205015,-8.301908,-4.846206,-0.45494014,1.5241992,8.6346655,4.405385,7.9697614,9.158881,-3.4440303,1.8866112,18.273811,-8.010218,-9.05021,5.565216,-1.1830527,-26.837574,-11.917323,16.726233,7.2338247,3.625148,-15.482506,-12.935694
cell_448,-1.7588888,-4.818317,-12.23764,5.6531277,7.8268566,-10.266235,-1.5401661,-8.361933,1.882608,1.2175937,-16.510305,-14.845499,12.796665,6.8812003,-13.416171,11.479713,-0.11684711,-8.718585,-1.609204,19.36743,9.159691,11.8242445,-1.2010745,19.571283,-13.935386,-13.432699,10.552176,-20.335314,4.103495,-2.8203561,3.3401113,-4.7747364,13.991555,2.509551,14.135208,12.457481,4.4908776,-1.1307713,20.667826,-12.023719,-19.342186,2.7736864,6.3559365,-32.255074,-5.783526,18.46258,5.8216124,2.0749238,-16.333885,-6.5275435
cell_449,-7.766168,-4.5169134,-12.67222,4.217927,9.464363,-3.3202496,-2.4972026,-7.977353,9.720906,-2.6736016,-16.230885,-16.553719,9.603543,7.7961054,-14.626007,10.451878,-3.5665448,-4.6439033,-6.172154,19.301197,5.1413455,8.048147,-6.103629,19.871622,-12.686042,-5.0795455,13.189548,-25.409964,-2.737122,-1.845623,0.785582,-4.6376534,11.578141,7.222183,14.077625,10.419851,-3.049075,1.5472944,20.727148,-14.922615,-14.897803,8.37544,5.0896845,-32.915146,-4.6371226,22.031488,11.93826,3.0421302,-14.369611,-10.526341
cell_450,-8.818182,-6.763077,-9.833543,3.3034222,1.8439368,1.9875953,-2.1232648,-6.531938,11.875543,-9.293206,-16.723179,-15.583772,2.685413,5.3605485,-16.374582,16.761683,1.6388919,-5.6700835,-9.587442,23.143064,4.0394344,3.1508408,-7.0061035,22.557003,-12.730862,-4.4983425,8.604659,-23.564434,-7.631367,-0.094325006,4.3513136,0.32285717,10.670455,5.938961,14.027055,6.820256,-3.9931953,4.4118743,21.5478,-12.489187,-8.065756,3.943819,3.7576885,-33.507206,-6.721848,23.15662,13.533936,4.1425934,-14.348268,-12.988369
cell_451,-1.3916497,-4.1034527,-14.445394,10.993365,6.173878,-6.9922667,-0.49095207,-10.478577,4.0872893,0.095176734,-23.52081,-11.525897,13.670917,7.304298,-14.482771,12.27689,-4.06884,-5.6624713,-0.2976594,18.826859,11.7816305,14.487455,4.6522264,16.278141,-13.705565,-9.513905,7.378846,-17.805998,2.915741,-0.8960193,8.647855,-7.565801,12.425802,2.7469237,16.602724,12.88219,8.290723,0.17412268,17.916224,-13.517612,-17.628984,1.8715034,12.089359,-31.989,-3.2071831,21.288494,7.977128,2.5880394,-15.123758,-5.09139
cell_452,-3.2262049,-3.5176964,-13.209479,6.125083,5.1142592,-7.194278,-1.7197684,-5.854861,2.4067547,-0.8566861,-19.59537,-15.418798,10.176016,6.0857034,-15.172271,11.03076,0.9922929,-6.726725,0.008098625,18.18824,5.9494476,10.013069,-2.559052,20.984701,-13.003804,-10.511982,9.104535,-17.748112,2.666758,-0.9173648,4.7637854,-4.0287795,13.430501,1.9840689,14.931121,14.139856,3.5603282,-1.031345,22.020386,-11.867153,-14.899982,0.1965356,7.9648285,-29.703264,-3.741384,18.111864,5.295094,2.008847,-16.343287,-6.1331296
cell_453,-10.697771,-4.602054,-13.516419,-0.78518105,6.475375,-2.5093572,-1.2040365,-4.2400007,7.305128,-0.89437014,-5.9946585,-17.695751,5.8593607,5.7875476,-15.18471,8.769864,4.2745986,-5.670377,-3.0301185,21.696135,4.807754,1.9955146,-15.992908,15.901581,-11.353108,-4.4112372,16.457418,-20.485016,-2.353312,-3.2276995,-3.6529427,-0.72332716,8.164366,6.316825,11.056051,8.787299,-4.0991673,-0.20904876,17.956116,-11.71102,-12.741447,6.9327025,-2.1480153,-24.951468,-10.62806,20.226778,9.805497,0.7952392,-14.409963,-10.126053
cell_454,-5.1912274,-4.2960296,-15.546437,7.4371495,11.935778,-8.195908,-2.067227,-8.591191,7.1241636,2.0926893,-16.268621,-19.17041,14.003939,8.412308,-12.737502,9.034779,-0.26456827,-3.9522583,-0.2456186,18.460695,5.0653577,12.022029,-6.0815835,19.436476,-14.798402,-9.893786,13.492801,-22.089085,4.6539907,-1.5909489,1.2983725,-6.3696504,14.850892,6.833263,18.685228,14.828513,1.3576229,0.15814684,22.438986,-11.0534525,-20.731884,4.012693,8.695609,-31.469433,-4.317587,20.385967,7.130082,1.1088188,-17.87316,-6.2734528
cell_455,-9.446682,-5.454794,-8.23305,0.3619513,4.4977226,1.4062139,-1.306832,-4.0571623,10.4452,-5.9093437,-10.879945,-15.867236,4.0849533,6.3144207,-14.488248,13.668257,1.8130541,-7.781294,-6.3232927,19.510094,4.2882085,3.4694781,-8.011075,19.815662,-11.947045,-4.440156,9.060577,-23.915703,-7.9267497,-3.389802,2.2342312,0.554824,9.6121645,6.3199153,10.25201,7.7428393,-5.455512,3.1936617,19.34824,-11.520714,-7.840974,5.985794,4.18364,-30.04413,-8.448203,18.834538,10.974357,4.3844495,-16.157835,-12.63979
cell_456,-11.933139,-6.9046793,-4.518969,-4.7164044,-6.826918,-3.4292846,-0.22106741,-3.8180256,5.0823793,-8.385356,-13.204076,-9.425962,0.2669541,3.5772572,-17.784748,16.202555,4.1349216,-11.668258,-3.2359152,22.119827,4.73408,2.215574,-4.3000946,24.991158,-15.869272,-3.7566836,7.6911097,-22.58727,-8.732669,-4.395435,2.6159167,1.1469176,6.812132,2.552488,5.3494935,7.8781104,-3.065398,2.3241343,20.924688,-12.1668825,-6.772798,4.255418,0.5284944,-28.898788,-11.0522,21.404146,8.5969305,6.3995314,-15.681473,-16.287998
